ID,Block,Chapter / Subtopic,Question Type,Question Text,Data / Paragraph,Option A,Option B,Option C,Option D,Option E,Correct Answer,Difficulty Level
Q513,VARC,PARAGRAPH COMPLETION,Sentence Arrangement,"Arrange sentences A, B, C and D between sentences 1 and 6 to form a logical sequence.","1. Buddhism is a way to salvation.\nA. But Buddhism is more severely analytical.\nB. In the Christian tradition there is also a concern for the fate of human society conceived as a whole, rather than merely as a sum or network of individuals.\nC. Salvation is a property, or achievement of individuals.\nD. Not only does it dissolve society into individuals, the individual in turn is dissolved into component parts and instants, a stream of events.\n6. In modern terminology, Buddhist doctrine is reductionist.",ABDC,CBAD,BDAC,ABCD,,B,Difficult
Q514,VARC,PARAGRAPH COMPLETION,Sentence Arrangement,"Arrange sentences A, B, C and D between sentences 1 and 6 to form a logical sequence.","1. The problem of improving Indian agriculture is both a sociological and an administrative one.\nA. It also appears that there is a direct relationship between the size of a state and development.\nB. The issues of Indian development, and the big old problem of India's agricultural sector, will remain with us long into the next century.\nC. Without improving Indian agriculture, no liberalisation and delicensing will be able to help India.\nD. At the end of the day, there has to be a ferment and movement of life and action in the vast segment of rural India.\n6. When it starts marching, India will fly.",DABC,CDBA,ACDB,ABCD,,D,Difficult
Q515,VARC,PARAGRAPH COMPLETION,Sentence Arrangement,"Arrange sentences A, B, C and D between sentences 1 and 6 to form a logical sequence.","1. Good literary magazines have always been good because of their editors.\nA. Furthermore, to edit by committee, as it were, would prevent any magazine from finding its own identity.\nB. The more quirky and idiosyncratic they have been, the better the magazine is, at least as a general rule.\nC. But the number of editors one can have for a magazine should also be determined by the number of contributions to it.\nD. To have four editors for an issue that contains only seven contributions, it is a bit silly to start with.\n6. However, in spite of this anomaly, the magazine does acquire merit in its attempt to give a comprehensive view of the Indian literary scene as it is today.",ABCD,BCDA,ABDC,CBAD,,B,Difficult
Q516,VARC,PARAGRAPH COMPLETION,Sentence Arrangement,"Arrange sentences A, B, C and D between sentences 1 and 6 to form a logical sequence.","1. It is the success story of the Indian expatriate in the US which today hogs much of the media coverage in India.\nA. East and West, the twain have met quite comfortably in their person, thank you.\nB. Especially in its more recent romancing-the-NRI phase.\nC. Seldom does the price of getting there more like not getting there or what's going on behind those sunny smiles get so much media hype.\nD. Well groomed, with their perfect Colgate smiles, and hair in place, they appear the picture of confidence which comes from having arrived.\n6. The festival of feature films and documentaries made by Americans of Indian descent being screened this fortnight, goes a long way in filling those gaps.",ACBD,DABC,BDAC,ABCD,,C,Difficult
Q517,VARC,READING COMPREHENSION,Passage-Based MCQ,Jehangir was called an emperor because,Many years ago there lived in India a great king called Jehangir. He ruled over a very big kingdom or empire. So he was called an emperor. The emperor wanted to be just to all his subjects. He ordered his soldiers to tie a big bell in front of the palace. Then he sent the soldiers to every part of the empire. They announced that if the people had any complaint they could come to the palace and ring the bell. The emperor himself would listen to their complaints. He would give them justice.,he was a great king,he ruled over a very big kingdom,he lived in India,he lived in a big empire many years ago,,B,Very Easy
Q518,VARC,READING COMPREHENSION,Passage-Based MCQ,What was the desire of Jehangir?,Many years ago there lived in India a great king called Jehangir. He ruled over a very big kingdom or empire. So he was called an emperor. The emperor wanted to be just to all his subjects. He ordered his soldiers to tie a big bell in front of the palace. Then he sent the soldiers to every part of the empire. They announced that if the people had any complaint they could come to the palace and ring the bell. The emperor himself would listen to their complaints. He would give them justice.,To order his soldiers.,To make many conquests.,To be just to his subjects.,To rule over a very big kingdom.,,C,Very Easy
Q519,VARC,READING COMPREHENSION,Passage-Based MCQ,The soldiers...,Many years ago there lived in India a great king called Jehangir. He ruled over a very big kingdom or empire. So he was called an emperor. The emperor wanted to be just to all his subjects. He ordered his soldiers to tie a big bell in front of the palace. Then he sent the soldiers to every part of the empire. They announced that if the people had any complaint they could come to the palace and ring the bell. The emperor himself would listen to their complaints. He would give them justice.,called all the people.,arrested all the criminals.,rode away to a distant land.,tied a big bell in front of the palace.,,D,Very Easy
Q520,VARC,READING COMPREHENSION,Passage-Based MCQ,Complaint means,Many years ago there lived in India a great king called Jehangir. He ruled over a very big kingdom or empire. So he was called an emperor. The emperor wanted to be just to all his subjects. He ordered his soldiers to tie a big bell in front of the palace. Then he sent the soldiers to every part of the empire. They announced that if the people had any complaint they could come to the palace and ring the bell. The emperor himself would listen to their complaints. He would give them justice.,complete,complexity,objections,disaster,,C,Very Easy
Q521,VARC,READING COMPREHENSION,Passage-Based MCQ,The people would ring the bell if,Many years ago there lived in India a great king called Jehangir. He ruled over a very big kingdom or empire. So he was called an emperor. The emperor wanted to be just to all his subjects. He ordered his soldiers to tie a big bell in front of the palace. Then he sent the soldiers to every part of the empire. They announced that if the people had any complaint they could come to the palace and ring the bell. The emperor himself would listen to their complaints. He would give them justice.,they were arrested,they went to the palace.,they had any wealth.,they wanted justice.,,D,Very Easy
Q522,VARC,READING COMPREHENSION,Passage-Based MCQ,Modern medicine is primarily concerned with,"In the world have we made health an end in itself? We have forgotten that health is really a means to enable a person to do his work and do it well. A lot of modern medicine is concerned with promotion of good health. Many patients as well as many physicians pay very little attention to health; but very much attention to health makes some people imagine that they are ill. Our great concern with health is shown by the medical columns in newspaper, the health articles in popular magazines and the popularity of the television programme and all those books on medicine. We talk about health all the time. Yet, for the most only result is more people are with imaginary illnesses. The healthy man should not be wasting any time talking about health, he should be using health for work, the work he does and the work that good health makes possible.",promotion of good health.,people suffering from imaginary illnesses.,people suffering from real illnesses.,increased efficiency in work,,A,Very Easy
Q523,VARC,READING COMPREHENSION,Passage-Based MCQ,A healthy man should be concerned with,"In the world have we made health an end in itself? We have forgotten that health is really a means to enable a person to do his work and do it well. A lot of modern medicine is concerned with promotion of good health. Many patients as well as many physicians pay very little attention to health; but very much attention to health makes some people imagine that they are ill. Our great concern with health is shown by the medical columns in newspaper, the health articles in popular magazines and the popularity of the television programme and all those books on medicine. We talk about health all the time. Yet, for the most only result is more people are with imaginary illnesses. The healthy man should not be wasting any time talking about health, he should be using health for work, the work he does and the work that good health makes possible.",his work which good health makes possible.,looking after his health.,his health which makes work possible.,talking about health.,,A,Very Easy
Q524,VARC,READING COMPREHENSION,Passage-Based MCQ,Talking about health all the time makes people,"In the world have we made health an end in itself? We have forgotten that health is really a means to enable a person to do his work and do it well. A lot of modern medicine is concerned with promotion of good health. Many patients as well as many physicians pay very little attention to health; but very much attention to health makes some people imagine that they are ill. Our great concern with health is shown by the medical columns in newspaper, the health articles in popular magazines and the popularity of the television programme and all those books on medicine. We talk about health all the time. Yet, for the most only result is more people are with imaginary illnesses. The healthy man should not be wasting any time talking about health, he should be using health for work, the work he does and the work that good health makes possible.",always suffer from imaginary illnesses.,sometimes suffer from imaginary illnesses.,rarely suffer from imaginary illnesses.,often suffer from imaginary illnesses.,,D,Very Easy
Q525,VARC,READING COMPREHENSION,Passage-Based MCQ,The passage suggests that,"In the world have we made health an end in itself? We have forgotten that health is really a means to enable a person to do his work and do it well. A lot of modern medicine is concerned with promotion of good health. Many patients as well as many physicians pay very little attention to health; but very much attention to health makes some people imagine that they are ill. Our great concern with health is shown by the medical columns in newspaper, the health articles in popular magazines and the popularity of the television programme and all those books on medicine. We talk about health all the time. Yet, for the most only result is more people are with imaginary illnesses. The healthy man should not be wasting any time talking about health, he should be using health for work, the work he does and the work that good health makes possible.",health is an end in itself.,health is a blessing.,health is only a means to an end.,we should not talk about health.,,C,Very Easy
Q526,VARC,READING COMPREHENSION,Passage-Based MCQ,The passage tells us,"In the world have we made health an end in itself? We have forgotten that health is really a means to enable a person to do his work and do it well. A lot of modern medicine is concerned with promotion of good health. Many patients as well as many physicians pay very little attention to health; but very much attention to health makes some people imagine that they are ill. Our great concern with health is shown by the medical columns in newspaper, the health articles in popular magazines and the popularity of the television programme and all those books on medicine. We talk about health all the time. Yet, for the most only result is more people are with imaginary illnesses. The healthy man should not be wasting any time talking about health, he should be using health for work, the work he does and the work that good health makes possible.",how medicines should be manufactured.,what a healthy man should or should not do.,what the television programmes should be about.,how best to imagine illnesses.,,B,Very Easy
Q527,VARC,READING COMPREHENSION,Passage-Based MCQ,The author portrays mankind as,"To avoid the various foolish opinions to which mankind are prone, no superhuman brain is required. A few simple rules will keep you free, not from all errors, but from silly errors. If the matter is one that can be settled by observation, make the observation yourself. Aristotle could have avoided the mistake of thinking that women have fewer teeth than men, by the simple device of asking Mrs. Aristotle to keep her mouth open while he counted. Thinking that you know when in fact you do not is a bad mistake, to which we are all prone. I believe myself that hedgehogs eat black beetles. because I have been told that they do: but if I were writing a book on the habits of hedgehogs, I should not commit myself until I had seen one enjoying this diet. Aristotle, however, was less cautious. Ancient and medieval writers knew all about unicorns and salamanders; not one of them thought it necessary to avoid dogmatic statements about them because he had never seen one of them.",superhuman,by and large ignorant,intelligent,ancient,,B,Easy
Q528,VARC,READING COMPREHENSION,Passage-Based MCQ,"According to the author, unicorns and salamanders","To avoid the various foolish opinions to which mankind are prone, no superhuman brain is required. A few simple rules will keep you free, not from all errors, but from silly errors. If the matter is one that can be settled by observation, make the observation yourself. Aristotle could have avoided the mistake of thinking that women have fewer teeth than men, by the simple device of asking Mrs. Aristotle to keep her mouth open while he counted. Thinking that you know when in fact you do not is a bad mistake, to which we are all prone. I believe myself that hedgehogs eat black beetles. because I have been told that they do: but if I were writing a book on the habits of hedgehogs, I should not commit myself until I had seen one enjoying this diet. Aristotle, however, was less cautious. Ancient and medieval writers knew all about unicorns and salamanders; not one of them thought it necessary to avoid dogmatic statements about them because he had never seen one of them.",have existed in the past,are invisible,caused writers to write strange stories.,never really existed,,D,Easy
Q529,VARC,READING COMPREHENSION,Passage-Based MCQ,The author implies that,"To avoid the various foolish opinions to which mankind are prone, no superhuman brain is required. A few simple rules will keep you free, not from all errors, but from silly errors. If the matter is one that can be settled by observation, make the observation yourself. Aristotle could have avoided the mistake of thinking that women have fewer teeth than men, by the simple device of asking Mrs. Aristotle to keep her mouth open while he counted. Thinking that you know when in fact you do not is a bad mistake, to which we are all prone. I believe myself that hedgehogs eat black beetles. because I have been told that they do: but if I were writing a book on the habits of hedgehogs, I should not commit myself until I had seen one enjoying this diet. Aristotle, however, was less cautious. Ancient and medieval writers knew all about unicorns and salamanders; not one of them thought it necessary to avoid dogmatic statements about them because he had never seen one of them.",he has never seen hedgehogs eating beetles,hedgehogs eat only black beetles,they do not eat black beetles,he is writing a book on hedgehogs.,,A,Easy
Q530,VARC,READING COMPREHENSION,Passage-Based MCQ,The author is in favour of drawing conclusions on the basis of,"To avoid the various foolish opinions to which mankind are prone, no superhuman brain is required. A few simple rules will keep you free, not from all errors, but from silly errors. If the matter is one that can be settled by observation, make the observation yourself. Aristotle could have avoided the mistake of thinking that women have fewer teeth than men, by the simple device of asking Mrs. Aristotle to keep her mouth open while he counted. Thinking that you know when in fact you do not is a bad mistake, to which we are all prone. I believe myself that hedgehogs eat black beetles. because I have been told that they do: but if I were writing a book on the habits of hedgehogs, I should not commit myself until I had seen one enjoying this diet. Aristotle, however, was less cautious. Ancient and medieval writers knew all about unicorns and salamanders; not one of them thought it necessary to avoid dogmatic statements about them because he had never seen one of them.",discussion,consultation,observation,reasoning,,C,Easy
Q531,VARC,READING COMPREHENSION,Passage-Based MCQ,The attitude of the author is,"To avoid the various foolish opinions to which mankind are prone, no superhuman brain is required. A few simple rules will keep you free, not from all errors, but from silly errors. If the matter is one that can be settled by observation, make the observation yourself. Aristotle could have avoided the mistake of thinking that women have fewer teeth than men, by the simple device of asking Mrs. Aristotle to keep her mouth open while he counted. Thinking that you know when in fact you do not is a bad mistake, to which we are all prone. I believe myself that hedgehogs eat black beetles. because I have been told that they do: but if I were writing a book on the habits of hedgehogs, I should not commit myself until I had seen one enjoying this diet. Aristotle, however, was less cautious. Ancient and medieval writers knew all about unicorns and salamanders; not one of them thought it necessary to avoid dogmatic statements about them because he had never seen one of them.",cultural,scientific,cynical,philosophical,,B,Easy
Q532,VARC,READING COMPREHENSION,Passage-Based MCQ,"What are the other activities of Peter Pan, the age- less boy who can fly?","Peter Pan is a character created by Scottish novelist and playwright JM Barrie. A mischievous boy who can fly and who never ages, Peter Pan spends his never-ending childhood adventuring on the small island of Neverland as the leader of his gang the Lost Boys, interacting with mermaids, Native Americans, fairies, pirates, and occasionally ordinary children from the world outside of Neverland. In addition to two distinct works by Barrie, the character has been featured in a variety of media and merchandise, both adapting and expanding on Barrie's works. Peter Pan first appeared in a section of The Little White Bird, a 1902 novel written by Barrie for adults. The character's best-known adventure debuted on 27 December 1904, in the stage play Peter Pan, or The Boy Who Wouldn't Grow Up. The play was adapted and expanded somewhat as a novel, published in 1911 as Peter and Wendy.",Interacting with ordinary children from outside Neverland,Interacting with fairies and mermaids,Interacting with J. M. Barrie,"Interacting with mermaids, native Americans, fairies, and ordinary children from outside Neverland",,D,Easy
Q533,VARC,READING COMPREHENSION,Passage-Based MCQ,Peter and Wendy was a _____.,"Peter Pan is a character created by Scottish novelist and playwright JM Barrie. A mischievous boy who can fly and who never ages, Peter Pan spends his never-ending childhood adventuring on the small island of Neverland as the leader of his gang the Lost Boys, interacting with mermaids, Native Americans, fairies, pirates, and occasionally ordinary children from the world outside of Neverland. In addition to two distinct works by Barrie, the character has been featured in a variety of media and merchandise, both adapting and expanding on Barrie's works. Peter Pan first appeared in a section of The Little White Bird, a 1902 novel written by Barrie for adults. The character's best-known adventure debuted on 27 December 1904, in the stage play Peter Pan, or The Boy Who Wouldn't Grow Up. The play was adapted and expanded somewhat as a novel, published in 1911 as Peter and Wendy.",play,novel,short-story,film,,B,Easy
Q534,VARC,READING COMPREHENSION,Passage-Based MCQ,"J. M. Barrie's creation, Peter Pan, featured-in addition to play in _____ .","Peter Pan is a character created by Scottish novelist and playwright JM Barrie. A mischievous boy who can fly and who never ages, Peter Pan spends his never-ending childhood adventuring on the small island of Neverland as the leader of his gang the Lost Boys, interacting with mermaids, Native Americans, fairies, pirates, and occasionally ordinary children from the world outside of Neverland. In addition to two distinct works by Barrie, the character has been featured in a variety of media and merchandise, both adapting and expanding on Barrie's works. Peter Pan first appeared in a section of The Little White Bird, a 1902 novel written by Barrie for adults. The character's best-known adventure debuted on 27 December 1904, in the stage play Peter Pan, or The Boy Who Wouldn't Grow Up. The play was adapted and expanded somewhat as a novel, published in 1911 as Peter and Wendy.",novels,"novels, media and merchandise",media and merchandise,None of the above,,B,Easy
Q535,VARC,READING COMPREHENSION,Passage-Based MCQ,Mermaids are legendary aquatic creatures with,"Peter Pan is a character created by Scottish novelist and playwright JM Barrie. A mischievous boy who can fly and who never ages, Peter Pan spends his never-ending childhood adventuring on the small island of Neverland as the leader of his gang the Lost Boys, interacting with mermaids, Native Americans, fairies, pirates, and occasionally ordinary children from the world outside of Neverland. In addition to two distinct works by Barrie, the character has been featured in a variety of media and merchandise, both adapting and expanding on Barrie's works. Peter Pan first appeared in a section of The Little White Bird, a 1902 novel written by Barrie for adults. The character's best-known adventure debuted on 27 December 1904, in the stage play Peter Pan, or The Boy Who Wouldn't Grow Up. The play was adapted and expanded somewhat as a novel, published in 1911 as Peter and Wendy.",body of a fish and tail of a spaniel,body of a woman and tail of a spaniel,body of a woman and tail of a fish,body of spaniel and tail of a fish,,C,Easy
Q536,VARC,READING COMPREHENSION,Passage-Based MCQ,The stage play Peter Pan was performed in,"Peter Pan is a character created by Scottish novelist and playwright JM Barrie. A mischievous boy who can fly and who never ages, Peter Pan spends his never-ending childhood adventuring on the small island of Neverland as the leader of his gang the Lost Boys, interacting with mermaids, Native Americans, fairies, pirates, and occasionally ordinary children from the world outside of Neverland. In addition to two distinct works by Barrie, the character has been featured in a variety of media and merchandise, both adapting and expanding on Barrie's works. Peter Pan first appeared in a section of The Little White Bird, a 1902 novel written by Barrie for adults. The character's best-known adventure debuted on 27 December 1904, in the stage play Peter Pan, or The Boy Who Wouldn't Grow Up. The play was adapted and expanded somewhat as a novel, published in 1911 as Peter and Wendy.",1902,1911,1904,1912,,C,Easy
Q537,VARC,READING COMPREHENSION,Passage-Based MCQ,What is the assumption made by Strauss and Howe?,"Authors William Strauss and Neil Howe are known for their theories about cycles of generations in American history... They state that adjacent generations do is and similar lives, and that each generation ages as a singular cohort as time moves forward...",Alternate generations live similar lives.,Four generations co-exist at one and the same time.,The cycles of generations share some common features and moods.,Each constellational era corresponds to recurring types of historical events and moods.,,D,Moderate
Q538,VARC,READING COMPREHENSION,Passage-Based MCQ,What is the dissimilarity between adjacent generations?,"Authors William Strauss and Neil Howe are known for their theories about cycles of generations in American history... They state that adjacent generations do is and similar lives, and that each generation ages as a singular cohort as time moves forward...",Adjacent generations do not live similar lives.,Each generation focuses on its specific traits.,Adjacent generations are not influenced by each other.,Adjacent generations are not in touch with each other.,,A,Moderate
Q539,VARC,READING COMPREHENSION,Passage-Based MCQ,According to the passage which of the following statements can be inferred?,"Authors William Strauss and Neil Howe are known for their theories about cycles of generations in American history... The four generational archetypes identified by Strauss are Idealist, Reactive, Civic and Adaptive...",Idealists are one generation younger than the Reactives.,Adaptives are elders when Civics are midlifers.,"When Reactives are adults, Civics are youths.",Reactives are one generation younger than the Civics.,,C,Moderate
Q540,VARC,READING COMPREHENSION,Passage-Based MCQ,"According to the passage, what happens to the Civic generation as its members enter midlife?","Authors William Strauss and Neil Howe are known for their theories about cycles of generations in American history... Civics grow up ""increasingly protected youths after a spiritual awakening,"" become ""a heroic and achieving cadre of young adults,"" build institutions as midlifers, and ""emerge as busy midlifers, attacked by the next spiritual awakening.""","It is attacked by Idealists, who are coming of age.","It is attacked by Idealists, who are visionary elders.","It is attacked by Adaptives, who are rising adults.","It is attacked by Adaptives, who are youths.",,B,Moderate
Q541,VARC,READING COMPREHENSION,Passage-Based MCQ,Pragmatic most closely means,"Authors William Strauss and Neil Howe are known for their theories about cycles of generations in American history... Reactives grow up ""under protected and criticized youths during a spiritual awakening."" mature into risk taking adults, mellow into ""pragmatic midlife leaders during a secular crisis,"" and become reclusive elders.",behaving in a reckless way.,acting in a practical way.,acting on the basis of principle.,behaving in a reclusive way.,,B,Moderate
Q542,VARC,READING COMPREHENSION,Passage-Based MCQ,A state of decadence has come about because of,"The environment comprises all the physical, social and cultural factors and conditions influencing the existence or the development of an organism. Due to indiscriminate industrialization, man has created a state of decadence...",indiscriminate exploitation of resources.,due to half-hearted attempts.,natural disasters.,None of the above,,A,Moderate
Q543,VARC,READING COMPREHENSION,Passage-Based MCQ,Why would the future generations find it difficult to live on the earth?,"The environment comprises all the physical, social and cultural factors and conditions influencing the existence or the development of an organism... But if they inherit the present state of the world, they would be unable to sustain themselves.",Due to global warming.,Because they have inherited an overexploited environment.,Because they rely only on technology.,Due to lack of sustainability.,,B,Moderate
Q544,VARC,READING COMPREHENSION,Passage-Based MCQ,Implication means,"The environment comprises all the physical, social and cultural factors and conditions influencing the existence or the development of an organism... Man exploited nature for his benefits. without any foresight as to what the implications of his actions would be.",after effects.,consequences.,wrong doing.,causes.,,B,Moderate
Q545,VARC,READING COMPREHENSION,Passage-Based MCQ,The theme of the passage is,"The environment comprises all the physical, social and cultural factors and conditions influencing the existence or the development of an organism. Due to indiscriminate industrialization, man has created a state of decadence. He has continuously tampered ""with nature which has resulted in the threat to the sustenance of mankind... This has resulted in increased pressure on the available resources and further degradation of the environment.",environmental degradation,environmental pollution,crisis faced by the modern world,All of the above,,D,Moderate
Q546,VARC,READING COMPREHENSION,Passage-Based MCQ,Industrialization has resulted in,"The environment comprises all the physical, social and cultural factors and conditions influencing the existence or the development of an organism... Indiscriminate industrialization resulted in urban migration as the rural poor settled in cities in search of opportunities. Cities, already facing a population crisis could not accommodate the migrants and this led to the development of slums.",overpopulation,crowding of cities,migration of people to the cities,Both (B) and (C),,D,Moderate
Q547,VARC,READING COMPREHENSION,Passage-Based MCQ,Which of the following is the most accurate statement of the author's position?,"When I think of my family's history on the land. I experience a pang of regret. Unlike much of the arid West, where the land has gone virtually unchanged for centuries, my place of origin, western Kansas, has been torn up by agriculture... a good 90% of the original sod prairie is gone.",The presence of the people has enriched the plain's habitat.,Farming has improved the soil of the plains.,Farming has chemically polluted the plains.,Farming has eroded the natural beauty of the plains.,,D,Difficult
Q548,VARC,READING COMPREHENSION,Passage-Based MCQ,The argument in the paragraph is based primarily on,"When I think of my family's history on the land. I experience a pang of regret... Yet from my earliest childhood... I've known that the land also had a romantic quality. I've felt moved by the expanse of it, enthralled by size. I take pride in my identity as a plains daughter.",facts of history and statistical studies.,facts derived from the author's personal observations.,feelings the author has picked up from personal experience.,feeling passed down to the authors by ancestors.,,C,Difficult
Q549,VARC,READING COMPREHENSION,Passage-Based MCQ,"From the passage, it may be determined that the word mercantile has something to do with","When I think of my family's history on the land... The consequence, in human terms, is that our relationship to our place has always felt primarily mercantile. We used the land and denied, or held at bay, its effect on us.",practicality,danger,America,spirituality,,A,Difficult
Q550,VARC,READING COMPREHENSION,Passage-Based MCQ,What does the author feel proud about?,When I think of my family's history on the land... Yet from my earliest childhood... I take pride in my identity as a plains daughter.,being an American,being a native of Kansas.,being able to see the romantic quality of the land.,the ability to unite well.,,B,Difficult
Q551,VARC,READING COMPREHENSION,Passage-Based MCQ,What factor changed the entire landscape of Kansas?,"When I think of my family's history on the land... my place of origin, western Kansas, has been torn up by agriculture. The flat plains, excellent soil, and sparse but just adequate rainfall permitted farming; therefore farming prevailed...",wind,heat,agriculture,flooding,,C,Difficult
Q552,VARC,READING COMPREHENSION,Passage-Based MCQ,What does not seem as not good or normal in the context of this essay?,"Most economists in the United States seem captivated by the spell of the free market. Consequently, nothing seems good or normal that does not accord with the requirements of the free market.",the new interest in free market,being captivated by spell of the free market,that which does not accord with the requirement of the free market,the economists who are captivated by the free market,,C,Difficult
Q553,VARC,READING COMPREHENSION,Passage-Based MCQ,"Who, according to the economists, are the right group of people to set the price of a commodity?","Most economists in the United States seem captivated by the spell of the free market... A price that is determined by the seller or, for that matter... established by anyone other than the aggregate of consumers seems pernicious.",the aggregate of consumers,the buyers,the sellers,the economists,,A,Difficult
Q554,VARC,READING COMPREHENSION,Passage-Based MCQ,Price-fixing is a phenomenon that is normal in,"Most economists in the United States seem captivated by the spell of the free market... In fact, price-fixing is normal in all industrialised societies because the industrial system itself provides... the price-fixing that it requires.",agricultural societies,industrial societies,pre-industrial societies,globalized societies,,B,Difficult
Q555,VARC,READING COMPREHENSION,Passage-Based MCQ,A major act of will bring about price-fixing that will be seen as,"Most economists in the United States seem captivated by the spell of the free market... Accordingly, it requires a major act of will to think of price-fixing (the determination of prices by the seller) as both ""normal"" and having a valuable economic function.",effective and productive,constructive and practical,normal and having valuable economic function,systematic and relevant,,C,Difficult
Q556,VARC,READING COMPREHENSION,Passage-Based MCQ,Selling a commodity at a price that is not more than that charged by competitors is,Most economists in the United States seem captivated by the spell of the free market... That each large firm will act with consideration of its own needs and thus avoid selling its products for more than its competitors charge is commonly recognised by advocates of free-market economic theories.,rejected by the free market system,opposed by the advocates of the free market theories,considered suspicious by the free market theorists,recongnised by the advocates of the free market theories,,D,Difficult
Q557, Numbers ,Number System ,MCQ,Last digit of 81×82×83××89, -,0,9,7,2,,A,Very Easy
Q558, Numbers ,Number System ,MCQ,"Two-digit number: sum of digits = 10, reversed decreases by 54", -,28?,19?,37?,46,,A,Very Easy
Q559, Numbers ,Number System ,MCQ,Two-digit number × sum of digits = 405; reverse × sum = 486, -,81?,45?,36?,54,,B,Very Easy
Q560, Numbers ,Number System ,MCQ,"Sum = 15, geometric mean 20% lower than arithmetic mean", -,"11,4?","12,3?","13,2?","10,5",,B,Very Easy
Q561, Numbers ,Number System ,MCQ,"Difference = 48, AM-GM difference = 2 + half of 1/3 of 96", -,"49,1?","12,60?","50,2?","36,84",,A,Very Easy
Q562, Numbers ,Number System ,MCQ,"A381 divisible by 11, find smallest A", -,5?,6?,7?,9,,C,Very Easy
Q563, Numbers ,Number System ,MCQ,"381A divisible by 9, find smallest A", -,5?,5?,7?,6,,D,Very Easy
Q564, Numbers ,Number System ,MCQ,Remainder of (96 + 1) ÷ 8, -,0?,3?,7?,2,,D,Very Easy
Q565, Numbers ,Number System ,MCQ,"Ratio LCM:HCF of 5,15,20", -,8:1?,14:3?,12:2?,12:01,,D,Very Easy
Q566, Numbers ,Number System ,MCQ,"LCM of 5/2, 8/9, 11/14", -,280?,360?,420?,,,D,Very Easy
Q567, Numbers ,Number System ,MCQ,"If A is even, which is always true?", -,3A divisible by 6?,3A+5 divisible by 11?,,All,,A,Very Easy
Q568, Numbers ,Number System ,MCQ,"Five-digit number: sum of first 4 digits = sum of all 5 digits, which does not necessarily divide it?", -,10?,2?,4?,5,,C,Very Easy
Q569, Numbers ,Number System ,MCQ,"15B divisible by 6, property of B", -,even?,odd?,divisible by 6?,both a & c,,D,Very Easy
Q570, Numbers ,Number System ,MCQ,"P=23.3¹?.?, Q=25.3¹.?¹, find GCD", -,2·3·5·7?,3·2²?,2²·3²?,23·3,,D,Very Easy
Q571, Numbers ,Number System ,MCQ,Units digit: 256²?¹ + 36?²? + 73??, -,4?,0?,6?,5,,B,Very Easy
Q572, Numbers ,Number System ,MCQ,Units digit: 55?²? + 73??¹? + 22??³, -,4?,0?,6?,5,,C,Very Easy
Q573, Numbers ,Number System ,MCQ,Units digit: 1¹¹¹ + 1²² + 1³³ +  + 1¹??, -,1?,9?,7?,0,,B,Very Easy
Q574, Numbers ,Number System ,MCQ,Units digit: 1¹¹·1²²·1³³··1¹??, -,4?,3?,7?,0,,D,Very Easy
Q575, Numbers ,Number System ,MCQ,Number of zeros in 1090!, -,270?,268?,269?,271,,A,Very Easy
Q576, Numbers ,Number System ,MCQ,"146! divisible by 5?, max n", -,34?,35?,36?,37,,B,Very Easy
Q577, Numbers ,Number System ,MCQ,Number of divisors of 1420, -,14?,15?,13?,12,,D,Very Easy
Q578, Numbers ,Number System ,MCQ,HCF & LCM of (x²5x+6) & (x²7x+10), -,,,,,,A,Very Easy
Q579, Numbers ,Number System ,MCQ,Number divisible by 24, -,"4,32,15,604?","25,61,284?","13,62,480?",All,,C,Easy
Q580, Numbers ,Number System ,MCQ,Divisible by 88, -,22 & 8?,11 & 8?,11 & thrice 2?,All,,D,Easy
Q581, Numbers ,Number System ,MCQ,Number of divisors of 10800, -,57?,60?,72?,64,,B,Easy
Q582, Numbers ,Number System ,MCQ,"Product of 3 consecutive numbers, first even, divisible by", -,12?,24?,6?,All,,D,Easy
Q583, Numbers ,Number System ,MCQ,Birds on branches problem, -,3?,4?,5?,6,,A,Easy
Q584, Numbers ,Number System ,MCQ,"Square of number >1000 not divisible by 3, remainder ÷3", -,1?,2?,0?,1 or 2,,A,Easy
Q585, Numbers ,Number System ,MCQ,Value of (153?212)/(352?34), -,3?,15?,21?,12,,B,Easy
Q586, Numbers ,Number System ,MCQ,"If 2<x<4 & 1<y<3, ratio of upper x+y to lower xy", -,6?,7?,8?,,,D,Easy
Q587, Numbers ,Number System ,MCQ,"Two-digit number: sum of squares = 13, subtract 9 ? reversed", -,12?,32?,42?,52,,B,Easy
Q588, Numbers ,Number System ,MCQ,Product of number & reverse = 2430, -,54 & 45?,56 & 65?,53 & 35?,85 & 58,,A,Easy
Q589, Numbers ,Number System ,MCQ,"Two numbers: difference = 66, LCM = 360", -,120 & 54?,90 & 24?,180 & 114?,130 & 64,,B,Easy
Q590, Numbers ,Number System ,MCQ,"Two numbers: sum = 85, LCM = 102", -,30 & 55?,17 & 68?,35 & 55?,51 & 34,,D,Easy
Q591, Numbers ,Number System ,MCQ,Compare greater : 5?? or 2¹¹² & (0.4)^4 or (0.8)^3, -,5?? and,2¹¹² and,5?? and,,,A,Easy
Q592, Numbers ,Number System ,MCQ,Can fraction numerator < denominator = fraction numerator > denominator?, -,Yes?,No,,,,B,Easy
